timestamp,dc_id,sku_id,predicted_demand,opening_stock_units,expiring_within_24h_units,service_level_pct,forecast_hour_offset
2025-12-08 17:00:00,DC_RIYADH,SKU_303,17.0,442,3,100.0,18
2025-12-08 17:00:00,DC_RIYADH,SKU_304,17.0,450,2,100.0,18
2025-12-08 17:00:00,DC_RIYADH,SKU_305,17.0,376,0,100.0,18
2025-12-08 17:00:00,DC_RIYADH,SKU_306,17.0,2,6,100.0,18
2025-12-08 17:00:00,DC_RIYADH,SKU_401,24.0,0,3,54.55,18
2025-12-08 17:00:00,DC_RIYADH,SKU_402,18.0,632,0,100.0,18
2025-12-08 17:00:00,DC_RIYADH,SKU_501,18.0,297,5,100.0,18
2025-12-08 17:00:00,DC_RIYADH,SKU_502,16.0,473,0,100.0,18
2025-12-08 17:00:00,DC_RIYADH,SKU_503,17.0,7,1,100.0,18
2025-12-08 18:00:00,DC_DAMMAM,SKU_101,15.0,0,2,53.85,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_102,16.0,6,0,91.67,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_103,17.0,601,9,100.0,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_201,18.0,116,4,100.0,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_202,21.0,248,0,100.0,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_301,15.0,722,0,100.0,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_302,15.0,1,0,60.0,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_303,17.0,465,2,100.0,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_304,15.0,0,0,66.67,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_305,16.0,440,3,100.0,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_306,16.0,8,1,100.0,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_401,25.0,0,0,60.0,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_402,18.0,2,4,100.0,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_501,17.0,5,0,78.57,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_502,16.0,121,0,100.0,19
2025-12-08 18:00:00,DC_DAMMAM,SKU_503,18.0,402,1,100.0,19
2025-12-08 18:00:00,DC_DUBAI,SKU_101,15.0,496,0,92.86,19
2025-12-08 18:00:00,DC_DUBAI,SKU_102,14.0,0,4,43.75,19
2025-12-08 18:00:00,DC_DUBAI,SKU_103,16.0,198,0,100.0,19
2025-12-08 18:00:00,DC_DUBAI,SKU_201,14.0,0,2,60.0,19
2025-12-08 18:00:00,DC_DUBAI,SKU_202,17.0,0,7,81.82,19
2025-12-08 18:00:00,DC_DUBAI,SKU_301,18.0,585,3,100.0,19
2025-12-08 18:00:00,DC_DUBAI,SKU_302,17.0,1,1,100.0,19
2025-12-08 18:00:00,DC_DUBAI,SKU_303,17.0,3,2,100.0,19
2025-12-08 18:00:00,DC_DUBAI,SKU_304,18.0,472,2,100.0,19
2025-12-08 18:00:00,DC_DUBAI,SKU_305,17.0,0,0,80.0,19
2025-12-08 18:00:00,DC_DUBAI,SKU_306,17.0,183,0,100.0,19
2025-12-08 18:00:00,DC_DUBAI,SKU_401,18.0,117,2,100.0,19
2025-12-08 18:00:00,DC_DUBAI,SKU_402,18.0,519,4,100.0,19
2025-12-08 18:00:00,DC_DUBAI,SKU_501,15.0,98,1,100.0,19
2025-12-08 18:00:00,DC_DUBAI,SKU_502,17.0,617,4,100.0,19
2025-12-08 18:00:00,DC_DUBAI,SKU_503,17.0,550,1,100.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_101,17.0,213,1,100.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_102,16.0,704,0,100.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_103,16.0,0,0,100.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_201,18.0,3,2,87.5,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_202,22.0,0,1,100.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_301,17.0,0,2,100.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_302,18.0,501,5,100.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_303,16.0,29,4,87.5,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_304,16.0,84,0,100.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_305,16.0,455,2,100.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_306,17.0,0,0,100.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_401,24.0,178,2,100.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_402,15.0,470,0,100.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_501,18.0,481,0,100.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_502,12.0,0,1,75.0,19
2025-12-08 18:00:00,DC_JEDDAH,SKU_503,16.0,529,6,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_101,17.0,300,1,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_102,16.0,24,5,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_103,16.0,0,2,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_201,16.0,27,4,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_202,17.0,0,0,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_301,17.0,142,0,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_302,15.0,1,1,80.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_303,17.0,442,3,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_304,17.0,450,2,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_305,17.0,376,0,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_306,18.0,2,6,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_401,24.0,0,3,54.55,19
2025-12-08 18:00:00,DC_RIYADH,SKU_402,18.0,632,0,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_501,18.0,297,5,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_502,16.0,473,0,100.0,19
2025-12-08 18:00:00,DC_RIYADH,SKU_503,16.0,7,1,100.0,19
2025-12-08 19:00:00,DC_DAMMAM,SKU_101,14.0,0,2,53.85,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_102,16.0,6,0,91.67,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_103,17.0,601,9,100.0,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_201,18.0,116,4,100.0,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_202,24.0,248,0,100.0,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_301,15.0,722,0,100.0,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_302,15.0,1,0,60.0,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_303,17.0,465,2,100.0,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_304,15.0,0,0,66.67,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_305,16.0,440,3,100.0,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_306,16.0,8,1,100.0,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_401,26.0,0,0,60.0,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_402,18.0,2,4,100.0,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_501,18.0,5,0,78.57,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_502,16.0,121,0,100.0,20
2025-12-08 19:00:00,DC_DAMMAM,SKU_503,18.0,402,1,100.0,20
2025-12-08 19:00:00,DC_DUBAI,SKU_101,16.0,496,0,92.86,20
2025-12-08 19:00:00,DC_DUBAI,SKU_102,14.0,0,4,43.75,20
2025-12-08 19:00:00,DC_DUBAI,SKU_103,16.0,198,0,100.0,20
2025-12-08 19:00:00,DC_DUBAI,SKU_201,15.0,0,2,60.0,20
2025-12-08 19:00:00,DC_DUBAI,SKU_202,17.0,0,7,81.82,20
2025-12-08 19:00:00,DC_DUBAI,SKU_301,18.0,585,3,100.0,20
2025-12-08 19:00:00,DC_DUBAI,SKU_302,17.0,1,1,100.0,20
2025-12-08 19:00:00,DC_DUBAI,SKU_303,17.0,3,2,100.0,20
2025-12-08 19:00:00,DC_DUBAI,SKU_304,18.0,472,2,100.0,20
2025-12-08 19:00:00,DC_DUBAI,SKU_305,17.0,0,0,80.0,20
2025-12-08 19:00:00,DC_DUBAI,SKU_306,17.0,183,0,100.0,20
2025-12-08 19:00:00,DC_DUBAI,SKU_401,18.0,117,2,100.0,20
2025-12-08 19:00:00,DC_DUBAI,SKU_402,18.0,519,4,100.0,20
2025-12-08 19:00:00,DC_DUBAI,SKU_501,15.0,98,1,100.0,20
2025-12-08 19:00:00,DC_DUBAI,SKU_502,17.0,617,4,100.0,20
2025-12-08 19:00:00,DC_DUBAI,SKU_503,17.0,550,1,100.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_101,17.0,213,1,100.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_102,16.0,704,0,100.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_103,16.0,0,0,100.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_201,18.0,3,2,87.5,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_202,23.0,0,1,100.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_301,17.0,0,2,100.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_302,18.0,501,5,100.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_303,16.0,29,4,87.5,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_304,16.0,84,0,100.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_305,16.0,455,2,100.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_306,17.0,0,0,100.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_401,23.0,178,2,100.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_402,15.0,470,0,100.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_501,18.0,481,0,100.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_502,12.0,0,1,75.0,20
2025-12-08 19:00:00,DC_JEDDAH,SKU_503,16.0,529,6,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_101,17.0,300,1,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_102,16.0,24,5,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_103,17.0,0,2,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_201,16.0,27,4,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_202,17.0,0,0,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_301,17.0,142,0,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_302,15.0,1,1,80.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_303,17.0,442,3,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_304,17.0,450,2,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_305,17.0,376,0,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_306,18.0,2,6,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_401,24.0,0,3,54.55,20
2025-12-08 19:00:00,DC_RIYADH,SKU_402,18.0,632,0,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_501,18.0,297,5,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_502,16.0,473,0,100.0,20
2025-12-08 19:00:00,DC_RIYADH,SKU_503,16.0,7,1,100.0,20
2025-12-08 20:00:00,DC_DAMMAM,SKU_101,15.0,0,2,53.85,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_102,16.0,6,0,91.67,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_103,17.0,601,9,100.0,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_201,17.0,116,4,100.0,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_202,25.0,248,0,100.0,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_301,15.0,722,0,100.0,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_302,15.0,1,0,60.0,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_303,17.0,465,2,100.0,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_304,15.0,0,0,66.67,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_305,16.0,440,3,100.0,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_306,16.0,8,1,100.0,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_401,26.0,0,0,60.0,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_402,18.0,2,4,100.0,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_501,17.0,5,0,78.57,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_502,16.0,121,0,100.0,21
2025-12-08 20:00:00,DC_DAMMAM,SKU_503,18.0,402,1,100.0,21
2025-12-08 20:00:00,DC_DUBAI,SKU_101,15.0,496,0,92.86,21
2025-12-08 20:00:00,DC_DUBAI,SKU_102,14.0,0,4,43.75,21
2025-12-08 20:00:00,DC_DUBAI,SKU_103,16.0,198,0,100.0,21
2025-12-08 20:00:00,DC_DUBAI,SKU_201,14.0,0,2,60.0,21
2025-12-08 20:00:00,DC_DUBAI,SKU_202,17.0,0,7,81.82,21
2025-12-08 20:00:00,DC_DUBAI,SKU_301,18.0,585,3,100.0,21
2025-12-08 20:00:00,DC_DUBAI,SKU_302,17.0,1,1,100.0,21
2025-12-08 20:00:00,DC_DUBAI,SKU_303,17.0,3,2,100.0,21
2025-12-08 20:00:00,DC_DUBAI,SKU_304,18.0,472,2,100.0,21
2025-12-08 20:00:00,DC_DUBAI,SKU_305,17.0,0,0,80.0,21
2025-12-08 20:00:00,DC_DUBAI,SKU_306,17.0,183,0,100.0,21
2025-12-08 20:00:00,DC_DUBAI,SKU_401,18.0,117,2,100.0,21
2025-12-08 20:00:00,DC_DUBAI,SKU_402,18.0,519,4,100.0,21
2025-12-08 20:00:00,DC_DUBAI,SKU_501,15.0,98,1,100.0,21
2025-12-08 20:00:00,DC_DUBAI,SKU_502,17.0,617,4,100.0,21
2025-12-08 20:00:00,DC_DUBAI,SKU_503,17.0,550,1,100.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_101,17.0,213,1,100.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_102,16.0,704,0,100.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_103,16.0,0,0,100.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_201,18.0,3,2,87.5,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_202,22.0,0,1,100.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_301,17.0,0,2,100.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_302,17.0,501,5,100.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_303,15.0,29,4,87.5,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_304,16.0,84,0,100.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_305,16.0,455,2,100.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_306,17.0,0,0,100.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_401,23.0,178,2,100.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_402,15.0,470,0,100.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_501,18.0,481,0,100.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_502,12.0,0,1,75.0,21
2025-12-08 20:00:00,DC_JEDDAH,SKU_503,16.0,529,6,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_101,17.0,300,1,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_102,16.0,24,5,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_103,16.0,0,2,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_201,16.0,27,4,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_202,17.0,0,0,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_301,17.0,142,0,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_302,15.0,1,1,80.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_303,17.0,442,3,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_304,17.0,450,2,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_305,17.0,376,0,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_306,18.0,2,6,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_401,24.0,0,3,54.55,21
2025-12-08 20:00:00,DC_RIYADH,SKU_402,18.0,632,0,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_501,18.0,297,5,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_502,16.0,473,0,100.0,21
2025-12-08 20:00:00,DC_RIYADH,SKU_503,16.0,7,1,100.0,21
2025-12-08 21:00:00,DC_DAMMAM,SKU_101,15.0,0,2,53.85,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_102,14.0,6,0,91.67,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_103,16.0,601,9,100.0,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_201,17.0,116,4,100.0,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_202,25.0,248,0,100.0,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_301,14.0,722,0,100.0,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_302,14.0,1,0,60.0,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_303,17.0,465,2,100.0,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_304,14.0,0,0,66.67,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_305,15.0,440,3,100.0,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_306,16.0,8,1,100.0,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_401,26.0,0,0,60.0,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_402,18.0,2,4,100.0,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_501,17.0,5,0,78.57,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_502,15.0,121,0,100.0,22
2025-12-08 21:00:00,DC_DAMMAM,SKU_503,17.0,402,1,100.0,22
2025-12-08 21:00:00,DC_DUBAI,SKU_101,15.0,496,0,92.86,22
2025-12-08 21:00:00,DC_DUBAI,SKU_102,14.0,0,4,43.75,22
2025-12-08 21:00:00,DC_DUBAI,SKU_103,16.0,198,0,100.0,22
2025-12-08 21:00:00,DC_DUBAI,SKU_201,14.0,0,2,60.0,22
2025-12-08 21:00:00,DC_DUBAI,SKU_202,17.0,0,7,81.82,22
2025-12-08 21:00:00,DC_DUBAI,SKU_301,18.0,585,3,100.0,22
2025-12-08 21:00:00,DC_DUBAI,SKU_302,17.0,1,1,100.0,22
2025-12-08 21:00:00,DC_DUBAI,SKU_303,17.0,3,2,100.0,22
2025-12-08 21:00:00,DC_DUBAI,SKU_304,17.0,472,2,100.0,22
2025-12-08 21:00:00,DC_DUBAI,SKU_305,16.0,0,0,80.0,22
2025-12-08 21:00:00,DC_DUBAI,SKU_306,17.0,183,0,100.0,22
2025-12-08 21:00:00,DC_DUBAI,SKU_401,17.0,117,2,100.0,22
2025-12-08 21:00:00,DC_DUBAI,SKU_402,17.0,519,4,100.0,22
2025-12-08 21:00:00,DC_DUBAI,SKU_501,14.0,98,1,100.0,22
2025-12-08 21:00:00,DC_DUBAI,SKU_502,17.0,617,4,100.0,22
2025-12-08 21:00:00,DC_DUBAI,SKU_503,17.0,550,1,100.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_101,15.0,213,1,100.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_102,16.0,704,0,100.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_103,15.0,0,0,100.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_201,16.0,3,2,87.5,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_202,22.0,0,1,100.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_301,16.0,0,2,100.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_302,17.0,501,5,100.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_303,14.0,29,4,87.5,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_304,16.0,84,0,100.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_305,15.0,455,2,100.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_306,17.0,0,0,100.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_401,23.0,178,2,100.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_402,15.0,470,0,100.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_501,17.0,481,0,100.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_502,13.0,0,1,75.0,22
2025-12-08 21:00:00,DC_JEDDAH,SKU_503,15.0,529,6,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_101,17.0,300,1,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_102,15.0,24,5,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_103,16.0,0,2,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_201,15.0,27,4,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_202,17.0,0,0,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_301,16.0,142,0,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_302,14.0,1,1,80.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_303,16.0,442,3,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_304,17.0,450,2,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_305,17.0,376,0,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_306,17.0,2,6,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_401,24.0,0,3,54.55,22
2025-12-08 21:00:00,DC_RIYADH,SKU_402,17.0,632,0,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_501,17.0,297,5,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_502,16.0,473,0,100.0,22
2025-12-08 21:00:00,DC_RIYADH,SKU_503,15.0,7,1,100.0,22
2025-12-08 22:00:00,DC_DAMMAM,SKU_101,13.0,0,2,53.85,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_102,10.0,6,0,91.67,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_103,15.0,601,9,100.0,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_201,16.0,116,4,100.0,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_202,23.0,248,0,100.0,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_301,13.0,722,0,100.0,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_302,12.0,1,0,60.0,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_303,15.0,465,2,100.0,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_304,11.0,0,0,66.67,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_305,14.0,440,3,100.0,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_306,14.0,8,1,100.0,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_401,23.0,0,0,60.0,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_402,16.0,2,4,100.0,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_501,15.0,5,0,78.57,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_502,14.0,121,0,100.0,23
2025-12-08 22:00:00,DC_DAMMAM,SKU_503,16.0,402,1,100.0,23
2025-12-08 22:00:00,DC_DUBAI,SKU_101,13.0,496,0,92.86,23
2025-12-08 22:00:00,DC_DUBAI,SKU_102,12.0,0,4,43.75,23
2025-12-08 22:00:00,DC_DUBAI,SKU_103,15.0,198,0,100.0,23
2025-12-08 22:00:00,DC_DUBAI,SKU_201,12.0,0,2,60.0,23
2025-12-08 22:00:00,DC_DUBAI,SKU_202,15.0,0,7,81.82,23
2025-12-08 22:00:00,DC_DUBAI,SKU_301,16.0,585,3,100.0,23
2025-12-08 22:00:00,DC_DUBAI,SKU_302,15.0,1,1,100.0,23
2025-12-08 22:00:00,DC_DUBAI,SKU_303,15.0,3,2,100.0,23
2025-12-08 22:00:00,DC_DUBAI,SKU_304,15.0,472,2,100.0,23
2025-12-08 22:00:00,DC_DUBAI,SKU_305,13.0,0,0,80.0,23
2025-12-08 22:00:00,DC_DUBAI,SKU_306,15.0,183,0,100.0,23
2025-12-08 22:00:00,DC_DUBAI,SKU_401,15.0,117,2,100.0,23
2025-12-08 22:00:00,DC_DUBAI,SKU_402,15.0,519,4,100.0,23
2025-12-08 22:00:00,DC_DUBAI,SKU_501,13.0,98,1,100.0,23
2025-12-08 22:00:00,DC_DUBAI,SKU_502,15.0,617,4,100.0,23
2025-12-08 22:00:00,DC_DUBAI,SKU_503,15.0,550,1,100.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_101,14.0,213,1,100.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_102,14.0,704,0,100.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_103,14.0,0,0,100.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_201,14.0,3,2,87.5,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_202,21.0,0,1,100.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_301,14.0,0,2,100.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_302,15.0,501,5,100.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_303,12.0,29,4,87.5,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_304,14.0,84,0,100.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_305,14.0,455,2,100.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_306,15.0,0,0,100.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_401,22.0,178,2,100.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_402,14.0,470,0,100.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_501,16.0,481,0,100.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_502,12.0,0,1,75.0,23
2025-12-08 22:00:00,DC_JEDDAH,SKU_503,14.0,529,6,100.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_101,16.0,300,1,100.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_102,15.0,24,5,100.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_103,15.0,0,2,100.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_201,15.0,27,4,100.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_202,16.0,0,0,100.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_301,14.0,142,0,100.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_302,12.0,1,1,80.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_303,14.0,442,3,100.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_304,15.0,450,2,100.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_305,15.0,376,0,100.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_306,15.0,2,6,100.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_401,21.0,0,3,54.55,23
2025-12-08 22:00:00,DC_RIYADH,SKU_402,16.0,632,0,100.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_501,17.0,297,5,100.0,23
2025-12-08 22:00:00,DC_RIYADH,SKU_502,15.0,473,0,100.0,23
